name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_reasoning,driving_time_minutes_to_airport,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_reasoning,nearest_hospital_km
Manosque,FR,43.82883,5.78688,21351,363.0,1190.9,open_elevation,0.85,geonames,0.0,90,,MRS,LFML,43.438088,5.2125,Marseille Provence Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,82.781,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.786880,43.828830;5.212500,43.438088?overview=false&annotations=duration,distance&alternatives=false",67.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.53 km),0.53
Lustenau,AT,47.42642,9.65851,22821,401.0,1315.6,opentopo,0.9,geonames,0.0,90,,ACH,LSZR,47.485001,9.56077,Sankt Gallen Altenrhein Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,13.207,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.658510,47.426420;9.560770,47.485001?overview=false&annotations=duration,distance&alternatives=false",12.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.54 km,6.54
Voiron,FR,45.36471,5.5856,22114,305.0,1000.7,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,25.794,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.585600,45.364710;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",21.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.86 km),0.86
Annecy-le-Vieux,FR,45.91971,6.14393,21521,498.0,1633.9,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.707,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.143930,45.919710;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",11.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.59 km),2.59
Sonthofen,DE,47.51821,10.28262,21285,741.0,2431.1,opentopo,0.9,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,75.247,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.282620,47.518210;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",52.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.14 km),1.14
Pergine Valsugana,IT,46.06434,11.23758,11538,476.0,1561.7,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,66.316,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.237580,46.064340;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",50.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.88 km),0.88
Traunreut,AT,47.96269,12.59231,21244,555.0,1820.9,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,51.625,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.592310,47.962690;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",40.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 8.27 km,8.27
Hallein,AT,47.68333,13.1,7208,445.0,1460.0,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,20.591,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.100000,47.683330;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",16.6,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.97 km),0.97
Feltre,IT,46.02085,11.90031,13643,277.0,908.8,opentopo,0.9,geonames,0.0,90,,TSF,LIPH,45.648399,12.1944,Treviso Antonio Canova Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.293,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.900310,46.020850;12.194400,45.648399?overview=false&annotations=duration,distance&alternatives=false",72.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.68 km),0.68
Mödling,AT,48.08605,16.28921,20555,223.0,731.6,open_elevation,0.85,geonames,0.0,90,,VIE,LOWW,48.110298,16.5697,Vienna International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,29.736,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/16.289210,48.086050;16.569700,48.110298?overview=false&annotations=duration,distance&alternatives=false",34.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.70 km),0.7
Sankt Peter,AT,46.62978,14.34016,20320,438.0,1437.0,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,1.665,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.340160,46.629780;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",3.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.50 km),2.5
Meylan,FR,45.20978,5.77762,20267,230.0,754.6,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,52.766,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.777620,45.209780;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",44.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.93 km),2.93
Pertuis,FR,43.69415,5.50291,19926,218.0,715.2,open_elevation,0.85,geonames,0.0,90,,MRS,LFML,43.438088,5.2125,Marseille Provence Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,49.025,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.502910,43.694150;5.212500,43.438088?overview=false&annotations=duration,distance&alternatives=false",49.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.29 km),0.29
Sankt Martin,AT,46.61667,14.28333,20000,438.0,1437.0,opentopo,0.9,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,5.897,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.283330,46.616670;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",10.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.55 km),2.55
Bad Tölz,AT,47.76111,11.5589,17434,664.0,2178.5,open_elevation,0.85,geonames,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,93.877,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.558900,47.761110;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",67.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.37 km),2.37
Albertville,FR,45.67452,6.39061,19113,345.0,1131.9,open_elevation,0.85,geonames,0.0,90,,CMF,LFLB,45.6381,5.88023,Chambéry Aix les Bains airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.609,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.390610,45.674520;5.880230,45.638100?overview=false&annotations=duration,distance&alternatives=false",50.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.79 km),1.79
Cluses,FR,46.06251,6.57497,19789,476.0,1561.7,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.628,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.574970,46.062510;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",42.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.82 km),0.82
Vence,IT,43.72254,7.11183,18668,324.0,1063.0,open_elevation,0.85,geonames,0.0,90,,NCE,LFMN,43.658401,7.21587,Nice-Côte d'Azur Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,19.551,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.111830,43.722540;7.215870,43.658401?overview=false&annotations=duration,distance&alternatives=false",35.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.21 km,7.21
Cran-Gevrier,FR,45.9,6.1,19354,506.0,1660.1,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,5.747,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.100000,45.900000;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",6.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.04 km),2.04
Kufstein,AT,47.58333,12.16667,9848,488.0,1601.0,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,83.756,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.166670,47.583330;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",66.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.83 km),1.83
Sondrio,IT,46.16852,9.87134,19208,303.0,994.1,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,121.29,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.871340,46.168520;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",125.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.81 km),0.81
Digne-les-Bains,FR,44.09252,6.23199,18986,599.0,1965.2,opentopo,0.9,geonames,0.0,90,,MRS,LFML,43.438088,5.2125,Marseille Provence Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,135.796,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.231990,44.092520;5.212500,43.438088?overview=false&annotations=duration,distance&alternatives=false",108.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.20 km,5.2
Seynod,FR,45.88549,6.08831,18590,540.0,1771.7,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.05,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.088310,45.885490;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",10.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.19 km,3.19
Marktoberdorf,AT,47.77964,10.61713,18505,729.0,2391.7,opentopo,0.9,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,66.86,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.617130,47.779640;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",51.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.55 km),0.55
Traunstein,AT,47.86825,12.64335,18422,595.0,1952.1,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,38.621,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.643350,47.868250;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",29.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.05 km),1.05
Wilten,AT,47.25829,11.38808,18142,589.0,1932.4,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,4.016,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.388080,47.258290;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",6.6,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.73 km),2.73
Kolbermoor,AT,47.84965,12.06696,17941,460.0,1509.2,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,83.877,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.066960,47.849650;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",55.6,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.90 km,2.9
Weilheim in Oberbayern,DE,47.8395072,11.1416355,18000,563.0,1847.1,,,osm,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,92.002,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.141635,47.839507;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",71.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.34 km),0.34
Albino,IT,45.76444,9.79904,13263,373.0,1223.8,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,17.802,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.799040,45.764440;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",22.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.08 km,4.08
Domodossola,IT,46.1165,8.29313,17778,280.0,918.6,open_elevation,0.85,geonames,0.0,90,,MXP,LIMC,45.6306,8.72811,Milan Malpensa International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,100.441,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.293130,46.116500;8.728110,45.630600?overview=false&annotations=duration,distance&alternatives=false",84.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.46 km),0.46
Bad Aibling,AT,47.8638,12.01055,17672,483.0,1584.6,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,87.668,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.010550,47.863800;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",58.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.62 km),1.62
